Czy w tej sytuacji masz obowiązek zatrzymać pojazd?;AK_D05_06_org.mp4;A,B,C,D,T,AM,A1,A2,B1,C1,D1;Znaki nakazu i zakazu;W tej sytuacji masz obowiązek zatrzymać pojazd. Jest to związane z obecnością znaku B-20 („Stop”), który nakazuje zatrzymanie się przed wjazdem na skrzyżowanie. Zgodnie z przepisami, należy zatrzymać się w wyznaczonym miejscu, a w przypadku jego braku, w miejscu, które zapewnia dobrą widoczność i nie utrudnia ruchu na drodze z pierwszeństwem.;;;;Tak;3;art. 3 ust. 1 pkt oraz art. 26 ust. 6 ustawy z 20 czerwca 1997 roku Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137 ze zm.);Znajomość i stosowanie się do zasad zachowania się przy przejeżdżaniu obok przystanku tramwajowego bez wysepki eliminuje sytuacje zagrażające życiu i zdrowiu pieszych wsiadających i wysiadajacych z pojazdów tej komunikacji;struk
Czy na tej drodze możesz spodziewać się rowerzystów nadjeżdżających z przeciwka?;4152D15Xorg.jpg;A,B,C,D,T,AM,A1,A2,B1,C1,D1;Znaki informacyjne, kierunku;Na tej drodze możesz spodziewać się rowerzystów nadjeżdżających z przeciwka. Droga oznaczona znakiem P-23 jest przeznaczona dla ruchu rowerów jednośladowych, co oznacza, że rowerzyści mogą poruszać się w obu kierunkach. Kierowca powinien zachować szczególną ostrożność i dostosować swoje działania do obecności rowerzystów.;;;;Tak;1;§ 44 w związku z § 91 ust. 2 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, ze. zm.);Brak znajomości wiedzy o możliwości wyznaczenia na jezdni jednokierunkowej pasa ruchu dla rowerzystów nadjeżdżających z przeciwka może być przyczyną naruszenia porządku ruchu;PODSTAWOWY
Czy w tej sytuacji wolno Ci wjechać na pas ruchu po lewej stronie?;4170D15_a_org.jpg;A,B,C,D,T,AM,A1,A2,B1,C1,D1;Znaki poziome;W tej sytuacji nie wolno Ci wjechać na pas ruchu po lewej stronie. Linia ciągła oznacza zakaz przejeżdżania oraz najeżdżania na nią, chyba że wracasz na pas ruchu po wyprzedzaniu. W tej sytuacji zmiana pasa ruchu jest zabroniona.;;;;Nie;1;§ 86 ust. 4 w nawiązaniu do § 85 ust. 2 i 3 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, ze. zm.);Brak wiedzy dotyczącej zachowania wobec znaków poziomych może być przyczyną zakłócenia porządku i bezpieczeństwa ruchu na drodze;PODSTAWOWY
Czy ten znak poziomy wyznacza miejsce bezwzględnego zatrzymania się, nawet w sytuacji, gdy z żadnej ze stron nie nadjeżdża pojazd?;D16_01_org.mp4;A,B,C,D,T,AM,A1,A2,B1,C1,D1;Znaki poziome;Ten znak poziomy (P-12, linia bezwzględnego zatrzymania – „STOP”) wyznacza miejsce bezwzględnego zatrzymania się, nawet w sytuacji, gdy z żadnej ze stron nie nadjeżdża pojazd. Oznacza to, że kierowca musi zatrzymać się przed linią, niezależnie od sytuacji na drodze.;;;;Tak;1;(Dz. U. z 2003 r. Nr 170) § 89 ust. 1;Nieznajomość znaczenia znaków drogowych prowadzi do ich nieprzestrzegania, co powoduje realne zagrożenie bezpieczeństwa;PODSTAWOWY
"Czy w tej sytuacji widoczna linia przerywana wyznacza Ci miejsce zatrzymania w związku ze znakiem ""stop""?";D16_05_org.mp4;A,B,C,D,T,AM,A1,A2,B1,C1,D1;Znaki poziome;W tej sytuacji widoczna linia przerywana nie wyznacza miejsca zatrzymania w związku ze znakiem „STOP”. Linia przerywana (P-14) służy jako linia warunkowego zatrzymania, ale nie jest obowiązkowym miejscem zatrzymania w przypadku znaku „STOP”. Obowiązkowe zatrzymanie wyznacza linia ciągła (P-12).;;;;Nie;1;§ 89 ust. 3 w odniesieniu do § 21 ust. 1 i 2 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, ze. zm.);"Brak wiedzy w zakresie znaczenia znaku poziomego P-14 ""linia warunkowego zatrzymania złożona z prostokątów "" oraz ograniczeń z tym związanych może spowodować bezpośrednie zagrożenie ruchu drogowego lub ruch ten utrudnić";PODSTAWOWY
"Czy ta linia ciągła wyznacza Ci miejsce zatrzymania pojazdu w związku ze znakiem ""stop""?";D16_06_org.mp4;A,B,C,D,T,AM,A1,A2,B1,C1,D1;Znaki poziome;Ta linia ciągła wyznacza miejsce zatrzymania pojazdu w związku ze znakiem „STOP”. Linia pozioma P-12, zwana linią bezwzględnego zatrzymania, wskazuje miejsce, w którym kierowca jest zobowiązany zatrzymać pojazd w związku ze znakiem B-20 („STOP”).;;;;Tak;1;§ 89 ust. 1 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, ze zm.);"Brak wiedzy w zakresie znaczenia znaku poziomego P-12 ""linia bezwzględnego zatrzymania - stop"" oraz ograniczeń z tym związanych może spowodować bezpośrednie zagrożenie ruchu drogowego lub ruch ten utrudnić";PODSTAWOWY
Zamierzasz zawrócić na tym skrzyżowaniu. Czy zajmujesz właściwy pas ruchu?;MM_D14_15_org.mp4;A,B,C,D,T,AM,A1,A2,B1,C1,D1;Zmiana kierunku jazdy, przejazdy kolejowe;Zajmujesz właściwy pas ruchu. Na skrzyżowaniu jest strzałka kierunkowa wskazująca możliwość skrętu w lewo oraz zawracania na skrajnym lewym pasie ruchu. Oznacza to, że ten pas jest odpowiedni do wykonania manewru zawracania zgodnie z przepisami ruchu drogowego.;;;;Tak;1;§ 87 ust. 1 pkt 2 i ust. 2 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, ze. zm.);Brak wiedzy o znaczeniu znaku poziomego P-8b może powodować utrudnienie ruchu pojazdów;PODSTAWOWY
Skręcasz w lewo na skrzyżowaniu. Czy po wjechaniu na jezdnię poprzeczną znaki poziome pozwalają Ci zająć pas ruchu przy prawej krawędzi jezdni?;MM_D14_17_org.mp4;A,B,C,D,T,AM,A1,A2,B1,C1,D1;Znaki poziome;Po wjechaniu na jezdnię poprzeczną znaki poziome pozwalają Ci zająć pas ruchu przy prawej krawędzi jezdni. Linie przerywane oznaczają możliwość zmiany pasa ruchu, co pozwala na ustawienie pojazdu przy prawej krawędzi jezdni po skręcie w lewo.;;;;Tak;1;§ 86 ust. 4 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, ze. zm.);Znajomość znaczenia znaków wyznaczających pasy ruchu, umożliwiających zmianę tych pasów usprawnia przejazd;PODSTAWOWY
Czy w tym miejscu wolno Ci skręcić w lewo i wjechać na stację paliw?;MM_D14_24_org.mp4;A,B,C,D,T,AM,A1,A2,B1,C1,D1;Znaki poziome;W tym miejscu nie wolno Ci skręcić w lewo i wjechać na stację paliw. Widoczna linia podwójna ciągła na drodze oznacza zakaz najeżdżania i przekraczania jej, co wyklucza możliwość skrętu w lewo w tym miejscu.;;;;Nie;1;Art. 3 ust. 1 Prd oraz  § 86 ust. 5 i § 35 ust. 1 pkt 5  (Dz. U. z 2003 r. Nr 170);Znajomość i stosowanie się do znaków oddzielających pasy ruchu dla kierunków przeciwnych jest ważnym czynnikiem eliminującym powstawanie wypadków drogowych;PODSTAWOWY
Czy widoczna linia złożona z trójkątów wskazuje Ci miejsce zatrzymania pojazdu w celu ustąpienia pierwszeństwa?;MM_D14_29_org.mp4;A,B,C,D,T,AM,A1,A2,B1,C1,D1;Znaki poziome;Widoczna linia złożona z trójkątów (znak poziomy P-13) wskazuje miejsce zatrzymania pojazdu w celu ustąpienia pierwszeństwa. Jest to związane ze znakiem pionowym A-7 („Ustąp pierwszeństwa”), który nakazuje kierowcom ustąpienie pierwszeństwa innym pojazdom na skrzyżowaniu.;;;;Tak;1;§ 89 ust. 2 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, ze. zm.);"Brak znajomości wiedzy o znaczeniu znaku poziomego P-13 ""linia warunkowego zatrzymania złożona z trójkątów"" oraz ograniczeń z tym związanych może mieć wpływ bezpieczeństwo ruchu drogowego lub ruch ten utrudnić";PODSTAWOWY
Czy w tym miejscu możesz skręcić w lewo, na parking?;MM_D14_34_org.mp4;A,B,C,D,T,AM,A1,A2,B1,C1,D1;Znaki poziome;W tym miejscu nie możesz skręcić w lewo na parking. Jest to zabronione z powodu obecności linii podwójnej ciągłej, która oznacza zakaz przejeżdżania przez nią oraz najeżdżania na nią. Linia podwójna ciągła wyznacza granicę, której nie wolno przekraczać, co uniemożliwia skręt w lewo w tym miejscu.;;;;Nie;1;Art. 3 ust. 1 Prd i  § 86 ust. 5 (Dz. U. z 2003 r. Nr 170);Znajomość i stosowanie się do znaków oddzielających pasy ruchu dla kierunków przeciwnych jest ważnym czynnikiem eliminującym powstawanie wypadków drogowych;PODSTAWOWY
Zamierzasz odpocząć. Czy w tym miejscu możesz skręcić w lewo, na parking?;MM_D14_38_org.mp4;A,B,C,D,T,AM,A1,A2,B1,C1,D1;Znaki poziome;W tym miejscu nie możesz skręcić w lewo na parking. Obecność linii podwójnej ciągłej na jezdni oznacza zakaz skręcania w lewo, ponieważ nie wolno najeżdżać ani przekraczać takiej linii.;;;;Nie;1;Art. 3 ust. 1 Prd i § 86 ust. 5 (Dz. U. z 2003 r. Nr 170);Znajomość i stosowanie się do znaków poziomych oddzielających pasy ruchu dla kierunków przeciwnych jest istotnym czynnikiem bezpieczeństwa na drodze;PODSTAWOWY
Czy w tej sytuacji wolno Ci skręcić w lewo z zajmowanego przez Ciebie pasa ruchu?;MM_D14_42_org.mp4;A,B,C,D,T,AM,A1,A2,B1,C1,D1;Zmiana kierunku jazdy, przejazdy kolejowe;W tej sytuacji nie wolno Ci skręcić w lewo z zajmowanego przez Ciebie pasa ruchu. Znak poziomy na jezdni (linie ciągłe) oraz sygnalizacja świetlna wskazują, że skręt w lewo jest zabroniony. Kierowca powinien stosować się do znaków poziomych oraz sygnalizacji świetlnej.;;;;Nie;1;(Dz. U. z 2003 r. Nr 170) § 87 ust. 1 pkt 2, w zw. z § 85 ust. 3;Znajomość znaczenia i zasad stosowania znaków poziomych jest ważnym czynnikiem bezpieczeństwa i porządku ruch drogowego;PODSTAWOWY
Czy w tym miejscu wolno Ci wjechać na pas ruchu przeznaczony dla pojazdów jadących w przeciwnym kierunku?;0445D14MM_aorgbm.jpg;A,B,C,D,T,AM,A1,A2,B1,C1,D1;Znaki poziome;W tym miejscu nie wolno Ci wjechać na pas ruchu przeznaczony dla pojazdów jadących w przeciwnym kierunku. Obecność linii ciągłej P-3 w osi jezdni oznacza zakaz przekraczania tej linii od Twojej strony.;;;;Nie;1;Art. 3 ust. 1 Prd i § 86 ust. 4 (DZ. U. z 2003r. Nr 170);Znajomość i stosowanie się do znaków poziomych oddzielających pasy ruchu dla kierunków przeciwnych jest istotnym czynnikiem bezpieczeństwa na drodze;PODSTAWOWY
Czy w tym miejscu, bezpośrednio przed przejściem dla pieszych, wolno Ci zmienić pas ruchu?;D10MM_3org.mp4;A,B,C,D,T,AM,A1,A2,B1,C1,D1;Znaki poziome;W tym miejscu bezpośrednio przed przejściem dla pieszych nie wolno Ci zmienić pasa ruchu. Zakazuje tego linia pojedyncza ciągła, która oddziela pasy ruchu o tym samym kierunku i zabrania przejeżdżania przez nią.;;;;Nie;1;§ 86 ust. 3 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393 ze. zm.) w nawiązaniu do pkt 2.2.1.6 załącznika nr 2 do rozporządzenia Ministra Infrastruktury z dnia 3 lipca 2003 r. w sprawie szczegółowych warunków technicznych dla znaków i sygnałów drogowych oraz urządzeń bezpieczeństwa ruchu drogowego i warunków ich umieszczania na drogach (Dz. U. Nr 220, poz. 2181, ze zm.);Znajomość i stosowanie się do znaków oddzielających pasy ruchu dla tego samego kierunku ogranicza możliwość spowodowania zagrożenia lub utrudnienia ruchu na drodze;PODSTAWOWY
Czy widoczny znak poziomy w kształcie trójkąta potwierdza ostrzeżenie o skrzyżowaniu z drogą z pierwszeństwem?;D10MM_10org.mp4;A,B,C,D,T,AM,A1,A2,B1,C1,D1;Znaki poziome;"Widoczny znak poziomy w kształcie trójkąta potwierdza ostrzeżenie o skrzyżowaniu z drogą z pierwszeństwem. Znak P-15, zwany ""trójkątem podporządkowania"", informuje kierowców o konieczności ustąpienia pierwszeństwa pojazdom na drodze z pierwszeństwem przejazdu.";;;;Tak;1;§ 89 ust. 4 w odniesieniu do § 5 ust. 5 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, ze. zm.);Znajomość znaczenia znaków dotyczących pierwszeństwa przejazdu jest ważnym czynnikiem bezpieczeństwa ruchu w miejscach jego przecinania się;PODSTAWOWY
Czy w tej sytuacji wolno Ci wjechać na sąsiedni prawy pas ruchu?;D10MM_22org.mp4;A,B,C,D,T,AM,A1,A2,B1,C1,D1;Znaki poziome;W tej sytuacji wolno Ci wjechać na sąsiedni prawy pas ruchu. Znaki poziome wskazują, że linia oddzielająca pasy ruchu jest linią przerywaną, co oznacza, że zmiana pasa ruchu jest dozwolona.;;;;Tak;1;§ 86 ust. 4 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, ze. zm.);Brak wiedzy o znaczeniu znaku poziomego P-3 może powodować utrudnienie ruchu pojazdów;PODSTAWOWY
Czy widoczna poprzeczna linia przerywana wyznacza miejsce warunkowego zatrzymania pojazdu?;D10MM_7org.mp4;A,B,C,D,T,AM,A1,A2,B1,C1,D1;Znaki poziome;Widoczna poprzeczna linia przerywana (P-14) wyznacza miejsce warunkowego zatrzymania pojazdu. Jest to miejsce, gdzie kierowca powinien zatrzymać pojazd, na przykład przed skrzyżowaniem, sygnalizatorem lub przejściem dla pieszych, aby upewnić się, że może bezpiecznie kontynuować jazdę.;;;;Tak;1;§ 89 ust. 3 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, ze. zm.);Niestosowanie się do tego znaku rodzi poważne zagrożenie spowodowania wypadku drogowego.;PODSTAWOWY
Czy w przedstawionej sytuacji wolno Ci zawrócić, wykorzystując widoczną po lewej stronie zatokę?;013org.jpg;A,B,C,D,T,AM,A1,A2,B1,C1,D1;Zmiana kierunku jazdy, przejazdy kolejowe;W przedstawionej sytuacji wolno Ci zawrócić, wykorzystując widoczną po lewej stronie zatokę. W miejscu tym nie ma znaków zakazujących zawracania, a zatoka po lewej stronie może być wykorzystana do wykonania tego manewru.;;;;Tak;2;Ustawa prawo o ruchu drogowym art. 22 ust 1;Umiejętność oceny i doboru miejsca dla zawrócenia ma znaczenie dla porządku ruchu;PODSTAWOWY
